TIME,BATT,PM_1,PM_25,PM_10
ISO 8601,%,ug/m3,ug/m3,ug/m3
Time,Battery,PM 1.0,PM 2.5,PM 10.0
2026-05-08T09:12:54Z,79,14,22,25
2026-05-08T09:14:54Z,79,14,20,22
2026-05-08T09:16:54Z,79,14,27,30
2026-05-08T09:18:54Z,79,15,22,25
2026-05-08T09:20:54Z,79,15,23,26
2026-05-08T09:22:54Z,79,15,23,25
2026-05-08T09:24:54Z,79,16,24,25
2026-05-08T09:26:54Z,79,16,25,29
2026-05-08T09:28:54Z,79,16,28,29
2026-05-08T09:30:54Z,79,13,20,24
2026-05-08T09:32:54Z,79,15,21,28
2026-05-08T09:34:54Z,79,15,25,26
2026-05-08T09:36:54Z,79,14,21,25
2026-05-08T09:38:54Z,79,17,25,29
2026-05-08T09:40:54Z,79,17,27,28
2026-05-08T09:42:54Z,79,13,19,20
2026-05-08T09:44:54Z,79,13,20,22
2026-05-08T09:46:54Z,79,14,19,24
2026-05-08T09:48:54Z,79,12,20,21
2026-05-08T09:50:54Z,79,14,23,23
2026-05-08T09:52:54Z,79,12,24,35
2026-05-08T09:54:54Z,79,15,29,31
2026-05-08T09:56:54Z,79,13,21,32
2026-05-08T09:58:54Z,79,10,17,18
2026-05-08T10:00:54Z,79,14,23,25
2026-05-08T10:02:54Z,79,15,25,27
2026-05-08T10:04:54Z,79,17,26,28
2026-05-08T10:06:54Z,79,14,25,26
2026-05-08T10:08:54Z,79,15,20,24
2026-05-08T10:10:54Z,79,14,19,20
2026-05-08T10:12:54Z,79,11,18,19
2026-05-08T10:14:54Z,79,13,20,28
2026-05-08T10:16:54Z,78,12,20,23
2026-05-08T10:18:54Z,79,12,18,19
2026-05-08T10:20:54Z,78,15,20,23
2026-05-08T10:22:54Z,78,13,20,22
2026-05-08T10:24:54Z,78,14,21,25
2026-05-08T10:26:54Z,78,15,21,27
2026-05-08T10:28:54Z,78,12,22,30
2026-05-08T10:30:54Z,78,13,22,24
2026-05-08T10:32:54Z,78,15,22,25
2026-05-08T10:34:54Z,78,14,21,24
2026-05-08T10:36:54Z,78,16,20,21
2026-05-08T10:38:54Z,78,14,22,23
2026-05-08T10:40:54Z,78,13,20,23
2026-05-08T10:42:54Z,78,13,25,25
2026-05-08T10:44:54Z,78,12,19,20
2026-05-08T10:46:54Z,78,14,22,25
2026-05-08T10:48:54Z,78,15,25,27
2026-05-08T10:50:54Z,78,13,19,21
2026-05-08T10:52:54Z,78,12,21,24
2026-05-08T10:54:54Z,78,12,17,20
2026-05-08T10:56:54Z,78,13,21,23
2026-05-08T10:58:54Z,78,15,23,24
2026-05-08T11:00:54Z,78,16,25,26
2026-05-08T11:02:54Z,78,13,23,25
2026-05-08T11:04:54Z,78,14,23,26
2026-05-08T11:06:54Z,78,12,19,20
2026-05-08T11:08:54Z,78,15,25,29
2026-05-08T11:10:54Z,78,14,25,28
2026-05-08T11:12:54Z,78,16,24,27
2026-05-08T11:14:54Z,78,14,20,22
2026-05-08T11:16:54Z,78,16,23,25
2026-05-08T11:18:54Z,78,20,29,31
2026-05-08T11:20:54Z,78,15,24,28
2026-05-08T11:22:54Z,78,15,21,22
2026-05-08T11:24:54Z,78,14,27,27
2026-05-08T11:26:54Z,78,20,27,34
2026-05-08T11:28:54Z,78,12,21,24
2026-05-08T11:30:54Z,78,15,22,27
2026-05-08T11:32:54Z,78,16,23,26
2026-05-08T11:34:54Z,78,16,26,29
2026-05-08T11:36:54Z,78,14,21,22
2026-05-08T11:38:54Z,78,20,30,31
2026-05-08T11:40:54Z,78,17,25,29
2026-05-08T11:42:54Z,78,19,29,41
2026-05-08T11:44:54Z,78,17,28,32
2026-05-08T11:46:54Z,78,18,27,27
2026-05-08T11:48:54Z,78,14,22,24
2026-05-08T11:50:54Z,78,16,27,28
2026-05-08T11:52:54Z,78,18,28,28
2026-05-08T11:54:54Z,78,17,28,32
2026-05-08T11:56:54Z,78,17,29,33
2026-05-08T11:58:54Z,78,19,27,29
2026-05-08T12:00:54Z,78,17,25,28
2026-05-08T12:02:54Z,77,16,24,25
2026-05-08T12:04:54Z,77,18,25,29
2026-05-08T12:06:54Z,77,15,24,27
2026-05-08T12:08:54Z,77,15,25,27
2026-05-08T12:10:54Z,77,13,20,21
2026-05-08T12:12:54Z,77,15,24,31
2026-05-08T12:14:54Z,77,15,24,27
2026-05-08T12:16:54Z,77,15,23,27
2026-05-08T12:18:54Z,77,16,21,21
2026-05-08T12:20:54Z,77,14,23,26
2026-05-08T12:22:54Z,77,18,26,39
2026-05-08T12:24:54Z,77,16,27,28
2026-05-08T12:26:54Z,77,18,28,28
2026-05-08T12:28:54Z,77,18,30,37
2026-05-08T12:30:54Z,77,15,23,25
2026-05-08T12:32:54Z,77,18,23,26
2026-05-08T12:34:54Z,77,16,24,25
2026-05-08T12:36:54Z,77,17,27,28
2026-05-08T12:38:54Z,77,15,23,25
2026-05-08T12:40:54Z,77,13,19,20
2026-05-08T12:42:54Z,77,13,21,25
2026-05-08T12:44:54Z,77,13,20,22
2026-05-08T12:46:54Z,77,18,25,27
2026-05-08T12:48:54Z,77,16,28,30
2026-05-08T12:50:54Z,77,24,32,34
2026-05-08T12:52:54Z,77,15,27,29
2026-05-08T12:54:54Z,77,16,21,24
2026-05-08T12:56:54Z,77,15,19,23
2026-05-08T12:58:54Z,77,17,24,26
2026-05-08T13:00:54Z,77,14,23,26
2026-05-08T13:02:54Z,77,18,26,30
2026-05-08T13:04:54Z,76,15,25,35
2026-05-08T13:06:54Z,77,19,27,29
2026-05-08T13:08:54Z,77,17,28,29
2026-05-08T13:10:54Z,76,17,25,28
2026-05-08T13:12:54Z,76,15,23,25
2026-05-08T13:14:54Z,76,17,29,32
2026-05-08T13:16:54Z,76,15,22,30
2026-05-08T13:18:54Z,76,17,27,29
2026-05-08T13:20:54Z,76,15,23,25
2026-05-08T13:22:54Z,76,17,24,25
2026-05-08T13:24:54Z,76,15,24,26
2026-05-08T13:26:54Z,76,13,20,22
2026-05-08T13:28:54Z,76,16,24,26
2026-05-08T13:30:54Z,76,13,25,25
2026-05-08T13:32:54Z,76,15,24,26
2026-05-08T13:34:54Z,76,15,20,23
2026-05-08T13:36:54Z,76,16,31,31
2026-05-08T13:38:54Z,76,14,22,23
2026-05-08T13:40:54Z,76,17,23,27
2026-05-08T13:42:54Z,76,15,28,29
2026-05-08T13:44:54Z,76,13,21,23
2026-05-08T13:46:54Z,76,15,23,24
2026-05-08T13:48:54Z,76,20,27,27
2026-05-08T13:50:54Z,76,13,19,19
2026-05-08T13:52:54Z,76,17,24,25
2026-05-08T13:54:54Z,76,14,22,24
2026-05-08T13:56:54Z,76,15,24,26
2026-05-08T13:58:54Z,76,15,24,26
2026-05-08T14:00:54Z,76,20,29,31
2026-05-08T14:02:54Z,75,16,25,28
2026-05-08T14:04:54Z,75,16,22,23
2026-05-08T14:06:54Z,76,16,25,26
2026-05-08T14:08:54Z,75,17,27,29
2026-05-08T14:10:54Z,75,17,26,30
2026-05-08T14:12:54Z,75,15,23,24
2026-05-08T14:14:54Z,75,16,26,29
2026-05-08T14:16:54Z,75,16,21,22
2026-05-08T14:18:54Z,75,14,24,24
2026-05-08T14:20:54Z,75,17,25,25
2026-05-08T14:22:54Z,75,17,23,24
2026-05-08T14:24:54Z,75,18,24,34
2026-05-08T14:26:54Z,75,16,25,30
2026-05-08T14:28:54Z,75,13,19,22
2026-05-08T14:30:54Z,75,15,22,23
2026-05-08T14:32:54Z,75,18,26,34
2026-05-08T14:34:54Z,75,15,23,24
2026-05-08T14:36:54Z,75,14,21,23
2026-05-08T14:38:54Z,75,17,23,33
2026-05-08T14:40:54Z,75,16,22,25
2026-05-08T14:42:54Z,75,16,25,27
2026-05-08T14:44:54Z,75,16,22,23
2026-05-08T14:46:54Z,75,17,28,32
2026-05-08T14:48:54Z,75,16,24,27
2026-05-08T14:50:54Z,75,13,21,23
2026-05-08T14:52:54Z,75,14,22,30
2026-05-08T14:54:54Z,75,15,24,33
2026-05-08T14:56:54Z,75,16,23,25
2026-05-08T14:58:54Z,75,14,19,21
2026-05-08T15:00:54Z,75,16,21,22
2026-05-08T15:02:54Z,75,15,21,23
2026-05-08T15:04:54Z,75,15,20,21
2026-05-08T15:06:54Z,75,15,24,25
2026-05-08T15:08:54Z,75,18,26,29
2026-05-08T15:10:54Z,75,17,24,26
2026-05-08T15:12:54Z,75,15,24,26
2026-05-08T15:14:54Z,74,19,28,30
2026-05-08T15:16:54Z,74,15,25,26
2026-05-08T15:18:54Z,74,17,24,26
2026-05-08T15:20:54Z,75,15,21,21
2026-05-08T15:22:54Z,74,17,25,28
2026-05-08T15:24:54Z,74,16,25,30
2026-05-08T15:26:54Z,75,16,24,26
2026-05-08T15:28:54Z,74,16,23,23
2026-05-08T15:30:54Z,74,12,23,25
2026-05-08T15:32:54Z,74,15,25,27
2026-05-08T15:34:54Z,75,20,28,32
2026-05-08T15:36:54Z,74,16,24,25
2026-05-08T15:38:54Z,74,18,27,27
2026-05-08T15:40:54Z,74,17,27,29
2026-05-08T15:42:54Z,74,16,30,31
2026-05-08T15:44:54Z,74,16,24,24
2026-05-08T15:46:54Z,74,14,21,29
2026-05-08T15:48:54Z,74,17,24,27
2026-05-08T15:50:54Z,74,14,23,25
2026-05-08T15:52:54Z,74,14,27,29
2026-05-08T15:54:54Z,74,16,24,26
2026-05-08T15:56:54Z,74,14,20,23
2026-05-08T15:58:54Z,74,17,34,35
2026-05-08T16:00:54Z,74,12,22,23
2026-05-08T16:02:54Z,74,16,23,25
2026-05-08T16:04:54Z,74,15,22,24
2026-05-08T16:06:54Z,74,14,23,24
2026-05-08T16:08:54Z,74,13,19,21
2026-05-08T16:10:54Z,74,14,21,23
2026-05-08T16:12:54Z,74,13,23,25
2026-05-08T16:14:54Z,74,16,23,26
2026-05-08T16:16:54Z,74,13,23,24
2026-05-08T16:18:54Z,74,13,19,22
2026-05-08T16:20:54Z,74,11,17,19
2026-05-08T16:22:54Z,74,14,22,24
2026-05-08T16:24:54Z,74,16,21,29
2026-05-08T16:26:54Z,74,13,19,20
2026-05-08T16:28:54Z,74,13,20,22
2026-05-08T16:30:54Z,74,16,23,26
2026-05-08T16:32:54Z,73,14,20,22
2026-05-08T16:34:54Z,73,14,22,22
2026-05-08T16:36:54Z,73,14,21,21
2026-05-08T16:38:54Z,74,17,25,27
2026-05-08T16:40:54Z,73,15,25,26
2026-05-08T16:42:54Z,73,14,21,23
2026-05-08T16:44:54Z,73,12,17,21
2026-05-08T16:46:54Z,74,14,22,24
2026-05-08T16:48:54Z,73,15,21,21
2026-05-08T16:50:54Z,73,13,24,24
2026-05-08T16:52:54Z,73,14,26,28
2026-05-08T16:54:54Z,73,13,20,21
2026-05-08T16:56:54Z,73,13,22,22
2026-05-08T16:58:54Z,73,14,19,21
2026-05-08T17:00:54Z,73,13,20,21
2026-05-08T17:02:54Z,73,14,20,23
2026-05-08T17:04:54Z,73,12,18,23
2026-05-08T17:06:54Z,73,12,21,21
2026-05-08T17:08:54Z,73,14,24,25
2026-05-08T17:10:54Z,73,10,15,23
2026-05-08T17:12:54Z,73,11,18,19
2026-05-08T17:14:54Z,73,14,23,31
2026-05-08T17:16:54Z,73,12,18,28
2026-05-08T17:18:54Z,73,11,17,17
2026-05-08T17:20:54Z,73,11,16,17
2026-05-08T17:22:54Z,73,10,16,16
2026-05-08T17:24:54Z,72,12,23,25
2026-05-08T17:26:54Z,73,10,16,17
2026-05-08T17:28:54Z,73,9,15,16
2026-05-08T17:30:54Z,73,13,17,20
2026-05-08T17:32:54Z,73,14,26,27
2026-05-08T17:34:54Z,72,10,17,19
2026-05-08T17:36:54Z,72,10,19,27
2026-05-08T17:38:54Z,72,10,16,17
2026-05-08T17:40:54Z,72,12,18,20
2026-05-08T17:42:54Z,72,10,20,20
2026-05-08T17:44:54Z,72,11,18,19
2026-05-08T17:46:54Z,72,12,18,20
2026-05-08T17:48:54Z,72,11,18,19
2026-05-08T17:50:54Z,72,10,15,17
2026-05-08T17:52:54Z,72,9,20,21
2026-05-08T17:54:54Z,72,11,18,19
