TIME,BATT,PM_1,PM_25,PM_10
ISO 8601,%,ug/m3,ug/m3,ug/m3
Time,Battery,PM 1.0,PM 2.5,PM 10.0
2026-05-07T20:00:54Z,89,11,20,21
2026-05-07T20:02:54Z,89,11,20,20
2026-05-07T20:04:54Z,89,12,20,23
2026-05-07T20:06:54Z,89,11,17,19
2026-05-07T20:08:54Z,89,11,20,21
2026-05-07T20:10:54Z,89,13,18,21
2026-05-07T20:12:54Z,89,10,16,17
2026-05-07T20:14:54Z,89,10,18,21
2026-05-07T20:16:54Z,89,12,19,22
2026-05-07T20:18:54Z,89,10,17,17
2026-05-07T20:20:54Z,89,10,16,17
2026-05-07T20:22:54Z,89,11,20,22
2026-05-07T20:24:54Z,89,12,16,19
2026-05-07T20:26:54Z,89,9,15,18
2026-05-07T20:28:54Z,89,15,21,22
2026-05-07T20:30:54Z,89,11,17,19
2026-05-07T20:32:54Z,89,9,15,18
2026-05-07T20:34:54Z,89,12,18,19
2026-05-07T20:36:54Z,89,10,18,20
2026-05-07T20:38:54Z,89,9,14,20
2026-05-07T20:40:54Z,89,10,15,22
2026-05-07T20:42:54Z,89,10,15,15
2026-05-07T20:44:54Z,89,8,14,14
2026-05-07T20:46:54Z,89,8,15,17
2026-05-07T20:48:54Z,88,13,19,27
2026-05-07T20:50:54Z,89,9,18,18
2026-05-07T20:52:54Z,88,8,17,19
2026-05-07T20:54:54Z,89,9,14,20
2026-05-07T20:56:54Z,89,7,15,17
2026-05-07T20:58:54Z,89,9,12,14
2026-05-07T21:00:54Z,88,9,16,17
2026-05-07T21:02:54Z,88,11,21,21
2026-05-07T21:04:54Z,88,7,12,14
2026-05-07T21:06:54Z,88,9,16,19
2026-05-07T21:08:54Z,88,11,17,20
2026-05-07T21:10:54Z,88,9,15,21
2026-05-07T21:12:54Z,88,10,18,19
2026-05-07T21:14:54Z,88,9,19,23
2026-05-07T21:16:54Z,88,10,17,17
2026-05-07T21:18:54Z,88,11,17,19
2026-05-07T21:20:54Z,88,9,14,16
2026-05-07T21:22:54Z,88,9,13,15
2026-05-07T21:24:54Z,88,11,14,19
2026-05-07T21:26:54Z,88,8,13,16
2026-05-07T21:28:54Z,88,8,14,15
2026-05-07T21:30:54Z,88,8,13,15
2026-05-07T21:32:54Z,88,11,19,21
2026-05-07T21:34:54Z,88,9,17,26
2026-05-07T21:36:54Z,88,8,14,17
2026-05-07T21:38:54Z,88,9,16,18
2026-05-07T21:40:54Z,88,9,18,22
2026-05-07T21:42:54Z,88,7,12,13
2026-05-07T21:44:54Z,87,10,15,17
2026-05-07T21:46:54Z,88,10,15,15
2026-05-07T21:48:54Z,87,9,14,18
2026-05-07T21:50:54Z,87,9,17,17
2026-05-07T21:52:54Z,87,9,19,19
2026-05-07T21:54:54Z,87,7,20,22
2026-05-07T21:56:54Z,87,7,12,14
2026-05-07T21:58:54Z,87,11,16,19
2026-05-07T22:00:54Z,87,8,15,16
2026-05-07T22:02:54Z,87,6,14,15
2026-05-07T22:04:54Z,87,9,15,20
2026-05-07T22:06:54Z,87,10,15,18
2026-05-07T22:08:54Z,87,10,15,16
2026-05-07T22:10:54Z,87,10,15,16
2026-05-07T22:12:54Z,87,10,18,22
2026-05-07T22:14:54Z,87,6,12,15
2026-05-07T22:16:54Z,87,11,20,26
2026-05-07T22:18:54Z,87,9,16,19
2026-05-07T22:20:54Z,87,8,15,17
2026-05-07T22:22:54Z,87,7,16,17
2026-05-07T22:24:54Z,87,9,20,22
2026-05-07T22:26:54Z,87,9,14,14
2026-05-07T22:28:54Z,87,9,17,18
2026-05-07T22:30:54Z,87,12,19,19
2026-05-07T22:32:54Z,87,11,21,21
2026-05-07T22:34:54Z,87,9,16,24
2026-05-07T22:36:54Z,87,13,18,20
2026-05-07T22:38:54Z,87,10,17,20
2026-05-07T22:40:54Z,87,12,20,22
2026-05-07T22:42:54Z,87,12,21,22
2026-05-07T22:44:54Z,87,17,27,34
2026-05-07T22:46:54Z,86,16,26,34
2026-05-07T22:48:54Z,87,17,31,34
2026-05-07T22:50:54Z,87,13,23,24
2026-05-07T22:52:54Z,86,11,17,25
2026-05-07T22:54:54Z,87,10,16,17
2026-05-07T22:56:54Z,87,11,17,19
2026-05-07T22:58:54Z,86,10,17,18
2026-05-07T23:00:54Z,86,12,16,20
2026-05-07T23:02:54Z,87,14,21,25
2026-05-07T23:04:54Z,86,11,18,22
2026-05-07T23:06:54Z,86,9,16,18
2026-05-07T23:08:54Z,86,12,18,21
2026-05-07T23:10:54Z,86,13,18,20
2026-05-07T23:12:54Z,86,11,17,19
2026-05-07T23:14:54Z,86,11,18,19
2026-05-07T23:16:54Z,86,10,14,16
2026-05-07T23:18:54Z,86,10,17,17
2026-05-07T23:20:54Z,86,11,18,21
2026-05-07T23:22:54Z,86,11,19,21
2026-05-07T23:24:54Z,86,11,18,22
2026-05-07T23:26:54Z,86,12,19,20
2026-05-07T23:28:54Z,86,11,19,21
2026-05-07T23:30:54Z,86,15,27,28
2026-05-07T23:32:54Z,86,11,21,24
2026-05-07T23:34:54Z,86,11,18,20
2026-05-07T23:36:54Z,86,10,20,21
2026-05-07T23:38:54Z,86,13,19,20
2026-05-07T23:40:54Z,86,12,17,19
2026-05-07T23:42:54Z,86,9,15,18
2026-05-07T23:44:54Z,86,10,15,17
2026-05-07T23:46:54Z,86,11,19,21
2026-05-07T23:48:54Z,86,9,16,17
2026-05-07T23:50:54Z,86,13,18,22
2026-05-07T23:52:54Z,86,10,17,26
2026-05-07T23:54:54Z,86,13,20,23
2026-05-07T23:56:54Z,85,11,17,17
2026-05-07T23:58:54Z,86,12,18,19
