TIME,BATT,PM_1,PM_25,PM_10,PN_03,PN_05,PN_1,PN_25,PN_5,PN_10
ISO 8601,%,ug/m3,ug/m3,ug/m3,#/0.1l,#/0.1l,#/0.1l,#/0.1l,#/0.1l,#/0.1l
Time,Battery,PM 1.0,PM 2.5,PM 10.0,PN 0.3,PN 0.5,PN 1.0,PN 2.5,PN 5.0,PN 10.0
2026-05-21T12:19:14Z,89,14,26,33,1088,828,206,14,0,0
2026-05-21T12:21:14Z,89,14,23,26,1105,831,184,0,0,0
2026-05-21T12:23:14Z,90,18,28,37,1296,982,209,20,0,0
2026-05-21T12:25:14Z,89,16,28,30,1362,997,204,2,0,0
2026-05-21T12:27:14Z,89,16,22,28,1135,856,165,0,0,0
2026-05-21T12:29:14Z,89,13,21,24,1016,766,158,0,0,0
2026-05-21T12:31:14Z,89,16,19,22,1081,828,164,0,0,0
2026-05-21T12:33:14Z,89,16,28,32,1207,903,200,4,0,0
2026-05-21T12:35:14Z,89,18,29,31,1432,1060,182,2,0,0
2026-05-21T12:37:14Z,89,19,31,34,1509,1103,203,0,0,0
2026-05-21T12:39:14Z,89,22,30,32,1491,1150,213,0,0,0
2026-05-21T12:41:14Z,89,19,29,33,1317,1046,218,0,0,0
2026-05-21T12:43:14Z,89,18,29,35,1342,1011,197,11,0,0
2026-05-21T12:45:14Z,89,21,32,34,1503,1163,242,0,0,0
2026-05-21T12:47:14Z,89,21,32,37,1504,1125,248,0,0,0
2026-05-21T12:49:14Z,89,19,32,34,1445,1096,229,0,0,0
2026-05-21T12:51:14Z,89,18,30,31,1423,1103,203,1,0,0
2026-05-21T12:53:14Z,89,22,37,40,1628,1187,276,7,0,0
2026-05-21T12:55:14Z,89,20,31,34,1447,1097,219,0,0,0
2026-05-21T12:57:14Z,89,23,34,37,1470,1180,228,7,0,0
2026-05-21T12:59:14Z,89,18,29,30,1338,987,236,0,0,0
2026-05-21T13:01:14Z,89,17,25,36,1319,969,174,12,0,0
2026-05-21T13:03:14Z,89,16,26,30,1389,989,182,0,0,0
2026-05-21T13:05:14Z,89,18,28,32,1435,1020,183,8,0,0
2026-05-21T13:07:14Z,89,16,26,29,1350,975,179,0,0,0
2026-05-21T13:09:14Z,89,19,34,39,1504,1187,243,1,0,0
2026-05-21T13:11:14Z,89,21,34,38,1543,1201,245,3,0,0
2026-05-21T13:13:14Z,89,17,29,38,1231,962,221,17,0,0
2026-05-21T13:15:14Z,89,21,30,32,1427,1159,187,0,0,0
2026-05-21T13:17:14Z,89,14,24,26,1136,827,138,0,0,0
2026-05-21T13:19:14Z,89,19,32,33,1470,1087,233,0,0,0
2026-05-21T13:21:14Z,89,25,32,36,1819,1361,178,0,0,0
2026-05-21T13:23:14Z,89,24,31,31,1645,1301,214,0,0,0
2026-05-21T13:25:14Z,89,16,22,26,1172,932,128,1,0,0
2026-05-21T13:27:14Z,89,10,17,20,939,683,94,0,0,0
2026-05-21T13:29:14Z,89,9,12,13,838,553,69,0,0,0
2026-05-21T13:31:14Z,89,12,16,17,937,674,109,0,0,0
2026-05-21T13:33:14Z,89,11,14,15,943,647,71,0,0,0
2026-05-21T13:35:14Z,89,9,15,18,785,592,85,0,0,0
2026-05-21T13:37:14Z,88,9,13,15,789,545,86,0,0,0
2026-05-21T13:39:14Z,89,9,13,15,740,533,86,0,0,0
2026-05-21T13:41:14Z,89,8,14,15,729,495,104,0,0,0
2026-05-21T13:43:14Z,89,8,11,13,763,488,71,0,0,0
2026-05-21T13:45:14Z,88,8,13,15,844,500,77,0,0,0
2026-05-21T13:47:14Z,88,9,14,17,872,638,79,0,0,0
2026-05-21T13:49:14Z,88,12,13,16,927,622,105,0,0,0
2026-05-21T13:51:14Z,88,9,14,16,769,552,76,0,0,0
2026-05-21T13:53:14Z,88,10,13,16,821,577,76,0,0,0
2026-05-21T13:55:14Z,88,9,14,14,788,543,104,0,0,0
2026-05-21T13:57:14Z,88,11,17,18,847,686,119,0,0,0
2026-05-21T13:59:14Z,88,11,16,19,799,653,122,0,0,0
2026-05-21T14:01:14Z,88,8,13,18,758,556,105,0,0,0
2026-05-21T14:03:14Z,88,9,14,22,828,599,116,0,0,0
2026-05-21T14:05:14Z,88,12,18,23,905,687,128,0,0,0
2026-05-21T14:07:14Z,88,8,17,20,797,587,135,0,0,0
2026-05-21T14:09:14Z,88,7,13,13,724,485,80,0,0,0
2026-05-21T14:11:14Z,88,11,18,18,939,684,113,0,0,0
2026-05-21T14:13:14Z,88,9,14,15,752,533,104,0,0,0
2026-05-21T14:15:14Z,88,9,13,14,820,556,99,0,0,0
2026-05-21T14:17:14Z,88,9,18,19,807,607,148,0,0,0
2026-05-21T14:19:14Z,88,11,16,18,932,630,112,0,0,0
2026-05-21T14:21:14Z,88,10,15,19,902,673,119,0,0,0
2026-05-21T14:23:14Z,88,11,15,17,920,650,96,0,0,0
2026-05-21T14:25:14Z,88,9,12,14,779,561,73,0,0,0
2026-05-21T14:27:14Z,88,14,17,19,1060,761,98,0,0,0
2026-05-21T14:29:14Z,88,10,13,15,852,576,78,0,0,0
2026-05-21T14:31:14Z,87,10,20,21,844,641,132,0,0,0
2026-05-21T14:33:14Z,88,12,17,18,944,715,86,0,0,0
2026-05-21T14:35:14Z,87,11,14,18,882,628,95,0,0,0
2026-05-21T14:37:14Z,88,10,13,13,866,578,73,0,0,0
2026-05-21T14:39:14Z,87,10,15,16,934,681,111,0,0,0
2026-05-21T14:41:14Z,87,12,15,17,960,699,70,0,0,0
2026-05-21T14:43:14Z,87,11,17,25,929,650,133,4,0,0
2026-05-21T14:45:14Z,87,10,17,18,882,682,121,0,0,0
2026-05-21T14:47:14Z,87,12,16,16,1031,748,110,0,0,0
2026-05-21T14:49:14Z,87,12,18,19,1006,762,85,0,0,0
2026-05-21T14:51:14Z,87,11,15,15,939,652,102,0,0,0
2026-05-21T14:53:14Z,87,11,16,18,873,657,100,0,0,0
2026-05-21T14:55:14Z,87,9,16,17,922,620,107,0,0,0
2026-05-21T14:57:14Z,87,12,18,20,1001,736,107,0,0,0
2026-05-21T14:59:14Z,87,10,16,19,894,656,86,0,0,0
2026-05-21T15:01:14Z,87,10,16,18,997,646,120,0,0,0
2026-05-21T15:03:14Z,87,12,17,19,953,726,117,0,0,0
2026-05-21T15:05:14Z,87,11,15,20,894,680,115,0,0,0
2026-05-21T15:07:14Z,87,11,17,18,901,656,127,0,0,0
2026-05-21T15:09:14Z,87,11,16,18,912,639,127,0,0,0
2026-05-21T15:11:14Z,87,12,17,26,1072,761,140,0,0,0
2026-05-21T15:13:14Z,87,10,15,18,887,668,84,0,0,0
2026-05-21T15:15:14Z,87,10,14,14,845,615,108,0,0,0
2026-05-21T15:17:14Z,87,12,15,25,1035,701,130,1,0,0
2026-05-21T15:19:14Z,87,10,16,16,889,684,98,0,0,0
2026-05-21T15:21:14Z,87,12,21,23,1019,767,135,0,0,0
2026-05-21T15:23:14Z,87,11,15,16,960,682,93,0,0,0
2026-05-21T15:25:14Z,87,15,20,22,1069,831,104,0,0,0
2026-05-21T15:27:14Z,87,12,20,21,1055,810,116,0,0,0
2026-05-21T15:29:14Z,87,11,18,19,1004,700,195,0,0,0
2026-05-21T15:31:14Z,87,13,17,18,1142,782,107,0,0,0
2026-05-21T15:33:14Z,87,14,20,22,1165,828,132,0,0,0
2026-05-21T15:35:14Z,87,13,21,21,1017,764,128,0,0,0
2026-05-21T15:37:14Z,87,11,21,21,1041,728,113,0,0,0
2026-05-21T15:39:14Z,87,13,20,21,1046,748,150,0,0,0
2026-05-21T15:41:14Z,86,11,18,19,994,726,99,0,0,0
2026-05-21T15:43:14Z,87,11,19,20,880,683,134,0,0,0
2026-05-21T15:45:14Z,86,13,18,19,1097,788,101,0,0,0
2026-05-21T15:47:14Z,87,14,18,18,972,742,136,0,0,0
2026-05-21T15:49:14Z,86,13,18,21,1058,739,145,0,0,0
2026-05-21T15:51:14Z,86,12,19,19,997,772,145,0,0,0
2026-05-21T15:53:14Z,86,11,18,20,1027,732,104,0,0,0
2026-05-21T15:55:14Z,86,12,17,24,1000,737,127,0,0,0
2026-05-21T15:57:14Z,86,10,14,15,806,602,113,0,0,0
2026-05-21T15:59:14Z,86,13,19,20,998,743,114,0,0,0
2026-05-21T16:01:14Z,86,14,22,25,1101,819,145,0,0,0
2026-05-21T16:03:14Z,86,16,24,27,1306,973,168,0,0,0
2026-05-21T16:05:14Z,86,17,25,29,1360,1036,157,0,0,0
2026-05-21T16:07:14Z,86,12,21,25,1197,831,138,0,0,0
2026-05-21T16:09:14Z,86,13,18,21,1076,801,99,0,0,0
2026-05-21T16:11:14Z,86,13,22,24,1075,806,147,9,0,0
2026-05-21T16:13:14Z,86,15,21,23,1270,882,151,0,0,0
2026-05-21T16:15:14Z,86,15,22,25,1196,857,115,0,0,0
2026-05-21T16:17:14Z,86,14,21,22,1182,830,160,0,0,0
2026-05-21T16:19:14Z,86,14,21,22,1131,834,130,0,0,0
2026-05-21T16:21:14Z,86,16,22,25,1244,960,149,0,0,0
2026-05-21T16:23:14Z,86,15,22,25,1237,860,158,0,0,0
2026-05-21T16:25:14Z,86,16,24,26,1193,896,168,0,0,0
2026-05-21T16:27:14Z,86,17,20,20,1283,929,115,0,0,0
2026-05-21T16:29:14Z,86,14,19,20,1166,816,127,0,0,0
2026-05-21T16:31:14Z,86,16,21,23,1166,870,148,0,0,0
2026-05-21T16:33:14Z,86,14,20,22,1100,813,125,0,0,0
2026-05-21T16:35:14Z,86,13,21,24,1113,742,147,0,0,0
2026-05-21T16:37:14Z,86,11,16,16,935,666,95,0,0,0
2026-05-21T16:39:14Z,86,12,22,23,1084,819,158,0,0,0
2026-05-21T16:41:14Z,86,11,20,20,954,702,123,0,0,0
2026-05-21T16:43:14Z,86,13,20,22,1033,789,160,0,0,0
2026-05-21T16:45:14Z,86,13,19,23,984,725,139,1,0,0
2026-05-21T16:47:14Z,86,12,24,25,995,780,180,0,0,0
2026-05-21T16:49:14Z,85,14,23,25,1317,914,161,0,0,0
2026-05-21T16:51:14Z,86,13,22,26,1062,789,161,0,0,0
2026-05-21T16:53:14Z,85,12,18,20,1002,686,112,0,0,0
2026-05-21T16:55:14Z,86,25,30,31,1941,1380,145,0,0,0
2026-05-21T16:57:14Z,85,18,25,28,1391,1036,146,0,0,0
2026-05-21T16:59:14Z,85,11,16,19,1004,650,109,0,0,0
2026-05-21T17:01:14Z,85,12,18,19,913,683,106,1,0,0
2026-05-21T17:03:14Z,85,11,13,17,898,642,91,0,0,0
2026-05-21T17:05:14Z,85,10,17,18,877,648,100,0,0,0
2026-05-21T17:07:14Z,85,11,16,19,860,607,105,0,0,0
2026-05-21T17:09:14Z,85,12,19,25,918,676,167,0,0,0
2026-05-21T17:11:14Z,85,10,13,16,799,589,109,0,0,0
2026-05-21T17:13:14Z,85,11,16,16,984,654,137,0,0,0
2026-05-21T17:15:14Z,85,10,15,16,847,632,105,0,0,0
2026-05-21T17:17:14Z,85,11,17,17,926,678,101,0,0,0
2026-05-21T17:19:14Z,85,10,12,16,813,572,112,0,0,0
2026-05-21T17:21:14Z,85,11,13,13,823,590,91,0,0,0
2026-05-21T17:23:14Z,85,11,16,17,865,623,96,0,0,0
2026-05-21T17:25:14Z,85,11,16,17,993,696,100,0,0,0
2026-05-21T17:27:14Z,85,12,18,20,1033,729,115,0,0,0
2026-05-21T17:29:14Z,85,12,18,19,1043,738,106,0,0,0
2026-05-21T17:31:14Z,85,9,13,15,893,606,102,0,0,0
2026-05-21T17:33:14Z,85,11,15,16,875,647,116,0,0,0
2026-05-21T17:35:14Z,85,13,18,19,941,724,132,0,0,0
2026-05-21T17:37:14Z,85,10,14,18,885,613,112,0,0,0
2026-05-21T17:39:14Z,85,12,17,19,975,694,121,0,0,0
2026-05-21T17:41:14Z,85,10,16,20,879,639,112,0,0,0
2026-05-21T17:43:14Z,85,9,17,19,844,602,87,0,0,0
2026-05-21T17:45:14Z,85,9,13,14,841,588,81,0,0,0
2026-05-21T17:47:14Z,85,11,17,17,941,678,96,0,0,0
2026-05-21T17:49:14Z,85,10,15,17,874,638,88,0,0,0
2026-05-21T17:51:14Z,85,10,15,15,814,607,91,0,0,0
2026-05-21T17:53:14Z,85,9,13,19,784,559,74,0,0,0
2026-05-21T17:55:14Z,85,10,14,17,847,611,95,0,0,0
2026-05-21T17:57:14Z,85,11,13,17,900,597,97,0,0,0
2026-05-21T17:59:14Z,85,11,17,17,971,700,73,0,0,0
2026-05-21T18:01:14Z,85,9,15,17,759,548,121,2,0,0
2026-05-21T18:03:14Z,85,6,12,13,696,491,94,0,0,0
2026-05-21T18:05:14Z,85,6,10,10,639,421,62,0,0,0
2026-05-21T18:07:14Z,85,7,13,13,745,469,61,0,0,0
2026-05-21T18:09:14Z,85,3,6,6,572,342,0,0,0,0
2026-05-21T18:11:14Z,85,2,6,6,484,318,41,0,0,0
2026-05-21T18:13:14Z,85,1,4,4,440,248,16,0,0,0
2026-05-21T18:15:14Z,85,3,5,7,461,302,43,0,0,0
2026-05-21T18:17:14Z,85,2,5,6,454,307,23,0,0,0
2026-05-21T18:19:14Z,85,1,5,7,452,262,49,0,0,0
2026-05-21T18:21:14Z,85,2,5,5,431,273,27,0,0,0
2026-05-21T18:23:14Z,84,3,7,7,453,310,53,0,0,0
2026-05-21T18:25:14Z,85,2,4,4,394,260,36,0,0,0
2026-05-21T18:27:14Z,85,1,3,4,416,210,17,0,0,0
2026-05-21T18:29:14Z,84,0,3,4,376,201,13,0,0,0
2026-05-21T18:31:14Z,84,22,29,30,1743,1308,162,0,0,0
2026-05-21T18:33:14Z,84,5,7,9,712,479,25,0,0,0
2026-05-21T18:35:14Z,84,3,5,6,458,295,23,0,0,0
2026-05-21T18:37:14Z,84,1,4,4,372,248,23,0,0,0
2026-05-21T18:39:14Z,84,0,1,2,319,169,4,0,0,0
2026-05-21T18:41:14Z,84,3,5,6,452,254,38,0,0,0
2026-05-21T18:43:14Z,84,0,4,4,393,231,19,0,0,0
2026-05-21T18:45:14Z,84,0,1,4,296,184,13,0,0,0
2026-05-21T18:47:14Z,84,1,3,3,303,213,23,0,0,0
2026-05-21T18:49:14Z,84,0,1,1,338,192,23,0,0,0
2026-05-21T18:51:14Z,84,2,3,3,387,228,12,0,0,0
2026-05-21T18:53:14Z,84,0,2,2,322,171,1,0,0,0
2026-05-21T18:55:14Z,84,0,1,3,312,165,11,0,0,0
2026-05-21T18:57:14Z,84,0,1,1,346,152,0,0,0,0
2026-05-21T18:59:14Z,84,0,1,1,325,164,10,0,0,0
2026-05-21T19:01:14Z,84,0,2,5,370,185,23,0,0,0
2026-05-21T19:03:14Z,84,0,0,0,314,113,4,0,0,0
2026-05-21T19:05:14Z,84,2,4,5,430,263,10,0,0,0
2026-05-21T19:07:14Z,84,0,2,2,370,222,16,0,0,0
2026-05-21T19:09:14Z,84,0,2,2,327,196,3,0,0,0
2026-05-21T19:11:14Z,84,1,2,3,373,202,22,0,0,0
2026-05-21T19:13:14Z,84,0,0,2,311,150,0,0,0,0
2026-05-21T19:15:14Z,84,0,1,2,277,149,0,0,0,0
2026-05-21T19:17:14Z,84,0,3,4,329,188,17,0,0,0
2026-05-21T19:19:14Z,84,1,2,4,354,163,0,0,0,0
2026-05-21T19:21:14Z,84,0,1,2,253,150,13,0,0,0
2026-05-21T19:23:14Z,84,0,1,1,294,144,7,0,0,0
2026-05-21T19:25:14Z,84,1,2,2,334,187,31,0,0,0
2026-05-21T19:27:14Z,84,0,0,0,367,133,0,0,0,0
2026-05-21T19:29:14Z,84,1,2,2,309,177,21,0,0,0
2026-05-21T19:31:14Z,84,0,1,1,360,163,0,0,0,0
2026-05-21T19:33:14Z,84,10,12,12,885,612,75,0,0,0
2026-05-21T19:35:14Z,84,3,5,6,572,390,31,0,0,0
2026-05-21T19:37:14Z,84,1,3,4,333,218,20,0,0,0
2026-05-21T19:39:14Z,84,0,0,0,267,134,0,0,0,0
2026-05-21T19:41:14Z,83,0,1,2,263,149,13,0,0,0
2026-05-21T19:43:14Z,84,0,1,2,274,144,0,0,0,0
2026-05-21T19:45:14Z,84,1,3,3,354,200,3,0,0,0
2026-05-21T19:47:14Z,84,1,2,2,300,183,20,0,0,0
2026-05-21T19:49:14Z,84,0,1,1,317,145,0,0,0,0
2026-05-21T19:51:14Z,83,0,1,2,371,171,5,0,0,0
2026-05-21T19:53:14Z,84,0,1,1,288,147,11,0,0,0
2026-05-21T19:55:14Z,83,0,0,0,250,121,0,0,0,0
2026-05-21T19:57:14Z,83,0,0,0,159,92,0,0,0,0
2026-05-21T19:59:14Z,83,0,0,0,235,81,0,0,0,0
2026-05-21T20:01:14Z,83,0,1,1,268,156,3,0,0,0
2026-05-21T20:03:14Z,83,0,0,0,287,141,0,0,0,0
2026-05-21T20:05:14Z,83,0,1,1,293,155,2,0,0,0
2026-05-21T20:07:14Z,83,0,0,0,227,118,0,0,0,0
2026-05-21T20:09:14Z,83,0,0,0,195,93,0,0,0,0
2026-05-21T20:11:14Z,83,0,0,0,224,120,0,0,0,0
2026-05-21T20:13:14Z,83,0,1,1,303,133,10,0,0,0
2026-05-21T20:15:14Z,83,0,2,3,294,166,4,0,0,0
2026-05-21T20:17:14Z,83,0,0,0,296,163,0,0,0,0
2026-05-21T20:19:14Z,83,1,2,2,350,191,18,0,0,0
2026-05-21T20:21:14Z,83,2,3,3,410,264,13,0,0,0
2026-05-21T20:23:14Z,83,1,5,6,423,286,7,0,0,0
2026-05-21T20:25:14Z,83,0,0,0,277,140,4,0,0,0
2026-05-21T20:27:14Z,83,1,2,3,309,179,1,0,0,0
2026-05-21T20:29:14Z,83,0,0,0,311,120,14,0,0,0
2026-05-21T20:31:14Z,83,0,0,6,235,113,0,0,0,0
2026-05-21T20:33:14Z,83,0,3,3,268,177,22,0,0,0
2026-05-21T20:35:14Z,83,0,0,0,305,118,0,0,0,0
2026-05-21T20:37:14Z,83,0,2,2,304,146,6,0,0,0
2026-05-21T20:39:14Z,83,0,0,0,299,153,0,0,0,0
2026-05-21T20:41:14Z,83,0,0,0,274,129,0,0,0,0
2026-05-21T20:43:14Z,83,0,1,1,306,158,0,0,0,0
2026-05-21T20:45:14Z,83,0,1,2,320,179,3,0,0,0
2026-05-21T20:47:14Z,83,1,3,3,419,213,20,0,0,0
2026-05-21T20:49:14Z,83,0,2,3,426,194,1,0,0,0
2026-05-21T20:51:14Z,83,0,1,2,321,178,1,0,0,0
2026-05-21T20:53:14Z,83,0,1,1,288,139,0,0,0,0
2026-05-21T20:55:14Z,83,0,2,4,336,186,2,0,0,0
2026-05-21T20:57:14Z,83,1,4,5,420,260,29,0,0,0
2026-05-21T20:59:14Z,83,0,2,4,307,181,24,0,0,0
2026-05-21T21:01:14Z,83,1,3,3,372,189,2,0,0,0
2026-05-21T21:03:14Z,83,0,2,2,333,176,16,0,0,0
2026-05-21T21:05:14Z,83,0,5,5,391,235,13,0,0,0
2026-05-21T21:07:14Z,83,2,6,7,489,269,27,0,0,0
2026-05-21T21:09:14Z,83,3,5,6,404,299,41,0,0,0
2026-05-21T21:11:14Z,83,1,5,6,468,276,19,0,0,0
2026-05-21T21:13:14Z,83,4,7,8,590,379,49,0,0,0
2026-05-21T21:15:14Z,83,4,8,9,564,332,80,0,0,0
2026-05-21T21:17:14Z,83,5,10,10,596,424,56,0,0,0
2026-05-21T21:19:14Z,83,6,12,12,664,481,80,0,0,0
2026-05-21T21:21:14Z,83,7,10,13,636,438,77,0,0,0
2026-05-21T21:23:14Z,83,7,11,12,704,477,74,0,0,0
2026-05-21T21:25:14Z,83,8,12,15,691,516,100,0,0,0
2026-05-21T21:27:14Z,82,8,13,15,721,496,81,0,0,0
2026-05-21T21:29:14Z,82,9,14,15,774,534,88,0,0,0
2026-05-21T21:31:14Z,82,9,13,16,695,484,122,0,0,0
2026-05-21T21:33:14Z,82,9,15,17,803,571,108,0,0,0
2026-05-21T21:35:14Z,83,9,14,18,733,545,108,0,0,0
2026-05-21T21:37:14Z,83,13,24,25,1203,826,158,0,0,0
2026-05-21T21:39:14Z,82,8,14,16,738,518,85,0,0,0
2026-05-21T21:41:14Z,82,6,13,14,707,498,108,0,0,0
2026-05-21T21:43:14Z,82,9,15,22,835,607,107,0,0,0
2026-05-21T21:45:14Z,82,7,13,16,737,503,101,0,0,0
2026-05-21T21:47:14Z,82,9,18,18,850,625,131,0,0,0
2026-05-21T21:49:14Z,82,9,14,15,738,575,104,0,0,0
2026-05-21T21:51:14Z,82,8,13,15,747,528,116,0,0,0
2026-05-21T21:53:14Z,82,9,13,17,784,550,120,0,0,0
2026-05-21T21:55:14Z,82,9,16,18,849,578,128,0,0,0
2026-05-21T21:57:14Z,82,9,13,15,776,555,95,0,0,0
2026-05-21T21:59:14Z,82,9,15,15,723,532,100,0,0,0
2026-05-21T22:01:14Z,82,8,17,19,735,540,132,0,0,0
2026-05-21T22:03:14Z,82,9,16,16,799,581,113,0,0,0
2026-05-21T22:05:14Z,82,8,16,17,825,509,103,0,0,0
2026-05-21T22:07:14Z,82,9,18,18,806,555,150,0,0,0
2026-05-21T22:09:14Z,82,9,15,21,789,597,113,0,0,0
2026-05-21T22:11:14Z,82,8,12,14,688,489,91,0,0,0
2026-05-21T22:13:14Z,81,10,14,16,768,529,118,0,0,0
2026-05-21T22:15:14Z,81,7,10,20,627,467,76,0,0,0
2026-05-21T22:17:14Z,81,7,12,13,694,486,96,0,0,0
2026-05-21T22:19:14Z,81,7,18,22,749,540,141,7,0,0
2026-05-21T22:21:14Z,81,8,13,15,793,549,97,0,0,0
2026-05-21T22:23:14Z,81,6,9,12,689,452,79,0,0,0
2026-05-21T22:25:14Z,81,15,20,24,1000,737,153,0,0,0
2026-05-21T22:27:14Z,81,7,12,14,685,479,69,0,0,0
2026-05-21T22:29:14Z,81,8,16,18,754,557,120,0,0,0
2026-05-21T22:31:14Z,81,7,13,14,691,466,93,0,0,0
2026-05-21T22:33:14Z,81,8,13,14,759,533,90,0,0,0
2026-05-21T22:35:14Z,81,8,15,18,689,499,106,0,0,0
2026-05-21T22:37:14Z,81,6,16,17,742,555,104,0,0,0
2026-05-21T22:39:14Z,81,8,16,16,823,586,117,0,0,0
2026-05-21T22:41:14Z,81,14,23,31,1053,791,162,2,0,0
2026-05-21T22:43:14Z,81,11,18,19,974,704,99,0,0,0
2026-05-21T22:45:14Z,81,6,15,17,748,519,99,0,0,0
2026-05-21T22:47:14Z,81,8,13,17,735,525,107,0,0,0
2026-05-21T22:49:14Z,81,6,12,15,613,402,70,0,0,0
2026-05-21T22:51:14Z,81,8,13,16,693,491,107,0,0,0
2026-05-21T22:53:14Z,81,9,15,16,751,539,112,0,0,0
2026-05-21T22:55:14Z,81,8,17,20,755,533,116,0,0,0
2026-05-21T22:57:14Z,81,8,13,14,691,491,78,0,0,0
2026-05-21T22:59:14Z,81,8,13,13,794,520,68,0,0,0
2026-05-21T23:01:14Z,81,9,14,16,747,527,73,0,0,0
2026-05-21T23:03:14Z,81,10,18,20,876,646,104,0,0,0
2026-05-21T23:05:14Z,81,7,15,15,739,519,99,0,0,0
2026-05-21T23:07:14Z,81,6,11,12,657,465,67,0,0,0
2026-05-21T23:09:14Z,81,6,11,11,590,414,64,0,0,0
2026-05-21T23:11:14Z,81,5,12,14,694,483,75,0,0,0
2026-05-21T23:13:14Z,81,6,8,11,600,428,55,0,0,0
2026-05-21T23:15:14Z,81,5,9,9,597,364,63,0,0,0
2026-05-21T23:17:14Z,81,3,7,8,465,315,54,0,0,0
2026-05-21T23:19:14Z,81,5,10,10,575,404,79,0,0,0
2026-05-21T23:21:14Z,81,6,12,15,653,445,85,0,0,0
2026-05-21T23:23:14Z,81,4,10,17,623,402,92,0,0,0
2026-05-21T23:25:14Z,81,5,11,14,626,446,76,0,0,0
2026-05-21T23:27:14Z,81,6,10,13,572,388,85,0,0,0
2026-05-21T23:29:14Z,81,6,9,11,682,416,56,0,0,0
2026-05-21T23:31:14Z,81,6,11,15,625,438,83,0,0,0
2026-05-21T23:33:14Z,81,11,15,17,911,637,95,0,0,0
2026-05-21T23:35:14Z,81,6,10,11,656,433,62,0,0,0
2026-05-21T23:37:14Z,81,4,8,10,520,327,53,0,0,0
2026-05-21T23:39:14Z,81,3,9,11,538,360,72,0,0,0
2026-05-21T23:41:14Z,81,4,10,12,628,438,74,0,0,0
2026-05-21T23:43:14Z,81,4,10,12,540,392,54,0,0,0
2026-05-21T23:45:14Z,81,4,10,11,555,349,67,0,0,0
2026-05-21T23:47:14Z,80,4,14,15,546,394,83,0,0,0
2026-05-21T23:49:14Z,80,3,9,10,577,324,74,0,0,0
2026-05-21T23:51:14Z,80,4,11,12,514,367,77,0,0,0
2026-05-21T23:53:14Z,80,6,10,14,885,510,70,0,0,0
2026-05-21T23:55:14Z,80,4,8,11,499,361,72,0,0,0
2026-05-21T23:57:14Z,80,3,9,12,499,361,67,0,0,0
2026-05-21T23:59:14Z,81,4,8,12,443,324,64,0,0,0
