recorded_at,battery,pm_1,pm_25,pm_10,pn_03,pn_05,pn_1,pn_25,pn_5,pn_10
2026-05-23T01:09:14Z,57,4,8,18,565,392,88,0,0,0
2026-05-23T01:11:14Z,57,5,13,15,571,410,101,0,0,0
2026-05-23T01:13:14Z,57,3,7,9,456,305,71,0,0,0
2026-05-23T01:15:14Z,57,2,9,10,484,327,65,0,0,0
2026-05-23T01:17:14Z,57,2,7,8,429,262,64,0,0,0
2026-05-23T01:19:14Z,57,4,8,13,622,390,73,0,0,0
2026-05-23T01:21:14Z,57,3,8,10,438,364,54,0,0,0
2026-05-23T01:23:14Z,57,6,12,14,749,508,85,0,0,0
2026-05-23T01:25:14Z,57,5,10,19,657,452,64,0,0,0
2026-05-23T01:27:14Z,57,4,9,12,576,373,79,0,0,0
2026-05-23T01:29:14Z,57,6,12,13,620,434,99,0,0,0
2026-05-23T01:31:14Z,57,5,11,14,622,421,78,0,0,0
2026-05-23T01:33:14Z,57,2,11,13,483,333,75,0,0,0
2026-05-23T01:35:14Z,57,4,10,11,573,379,66,0,0,0
2026-05-23T01:37:14Z,57,4,9,19,533,354,78,6,0,0
2026-05-23T01:39:14Z,57,3,12,18,553,346,82,0,0,0
2026-05-23T01:41:14Z,57,3,7,8,426,327,66,0,0,0
2026-05-23T01:43:14Z,57,0,4,10,437,273,21,0,0,0
2026-05-23T01:45:14Z,57,6,14,15,633,438,113,0,0,0
2026-05-23T01:47:14Z,57,2,10,14,473,320,79,0,0,0
2026-05-23T01:49:14Z,57,4,10,13,544,389,75,0,0,0
2026-05-23T01:51:14Z,57,4,10,12,522,363,87,0,0,0
2026-05-23T01:53:14Z,57,1,8,20,433,311,66,2,0,0
2026-05-23T01:55:14Z,57,4,10,12,556,376,62,0,0,0
2026-05-23T01:57:14Z,57,4,9,11,608,355,59,0,0,0
2026-05-23T01:59:14Z,57,4,9,12,564,378,69,0,0,0
2026-05-23T02:01:14Z,57,3,8,9,466,289,56,0,0,0
2026-05-23T02:03:14Z,57,3,8,10,494,324,65,0,0,0
2026-05-23T02:05:14Z,57,4,9,22,613,379,67,0,0,0
2026-05-23T02:07:14Z,57,5,13,21,643,435,107,0,0,0
2026-05-23T02:09:14Z,57,5,8,12,515,369,78,0,0,0
2026-05-23T02:11:14Z,57,2,9,14,469,338,77,0,0,0
2026-05-23T02:13:14Z,56,5,9,10,538,351,60,0,0,0
2026-05-23T02:15:14Z,56,7,11,15,686,476,90,0,0,0
2026-05-23T02:17:14Z,57,3,8,11,563,382,67,0,0,0
2026-05-23T02:19:14Z,56,3,8,10,495,309,69,0,0,0
2026-05-23T02:21:14Z,57,4,10,13,534,389,80,0,0,0
2026-05-23T02:23:14Z,56,5,10,21,647,469,64,0,0,0
2026-05-23T02:25:14Z,56,4,12,16,532,372,105,3,0,0
2026-05-23T02:27:14Z,56,2,7,9,466,295,75,0,0,0
2026-05-23T02:29:14Z,56,3,6,7,469,302,51,0,0,0
2026-05-23T02:31:14Z,56,3,9,14,547,348,100,5,0,0
2026-05-23T02:33:14Z,56,4,10,11,526,390,70,0,0,0
2026-05-23T02:35:14Z,56,5,12,13,695,415,90,0,0,0
2026-05-23T02:37:14Z,56,4,10,12,502,347,72,0,0,0
2026-05-23T02:39:14Z,56,2,8,9,470,312,54,0,0,0
2026-05-23T02:41:14Z,56,6,11,15,601,422,100,0,0,0
2026-05-23T02:43:14Z,56,4,13,19,570,406,84,2,0,0
2026-05-23T02:45:14Z,56,2,10,18,618,340,79,0,0,0
2026-05-23T02:47:14Z,56,4,10,16,661,414,72,0,0,0
2026-05-23T02:49:14Z,56,4,11,13,520,360,98,0,0,0
2026-05-23T02:51:14Z,56,4,9,11,549,334,75,0,0,0
2026-05-23T02:53:14Z,56,3,9,15,588,352,96,0,0,0
2026-05-23T02:55:14Z,56,3,11,14,643,389,96,0,0,0
2026-05-23T02:57:14Z,56,3,9,12,577,384,79,0,0,0
2026-05-23T02:59:14Z,56,3,10,19,574,372,69,0,0,0
2026-05-23T03:01:14Z,56,2,7,13,496,320,71,0,0,0
2026-05-23T03:03:14Z,56,3,8,20,467,350,68,0,0,0
2026-05-23T03:05:14Z,56,3,7,11,535,331,60,0,0,0
2026-05-23T03:07:14Z,55,3,7,9,456,291,57,0,0,0
2026-05-23T03:09:14Z,55,4,9,13,494,370,83,3,0,0
2026-05-23T03:11:14Z,56,4,11,13,530,350,75,0,0,0
2026-05-23T03:13:14Z,56,3,10,11,440,317,95,0,0,0
2026-05-23T03:15:14Z,55,4,9,11,540,371,53,0,0,0
2026-05-23T03:17:14Z,55,5,9,12,543,390,56,0,0,0
2026-05-23T03:19:14Z,55,5,11,13,584,419,77,0,0,0
2026-05-23T03:21:14Z,56,2,6,8,445,275,57,0,0,0
2026-05-23T03:23:14Z,55,4,12,15,634,385,114,0,0,0
2026-05-23T03:25:14Z,55,5,11,13,606,387,70,0,0,0
2026-05-23T03:27:14Z,55,4,8,11,539,317,68,0,0,0
2026-05-23T03:29:14Z,55,5,8,13,583,370,73,0,0,0
2026-05-23T03:31:14Z,55,2,10,13,496,327,53,1,0,0
2026-05-23T03:33:14Z,55,3,8,10,445,335,57,0,0,0
2026-05-23T03:35:14Z,55,4,10,13,562,367,64,0,0,0
2026-05-23T03:37:14Z,55,1,10,12,467,335,59,0,0,0
2026-05-23T03:39:14Z,55,3,8,13,422,329,72,0,0,0
2026-05-23T03:41:14Z,55,4,8,11,579,330,46,0,0,0
2026-05-23T03:43:14Z,55,4,10,23,582,419,81,9,0,0
2026-05-23T03:45:14Z,55,3,12,20,600,404,98,1,0,0
2026-05-23T03:47:14Z,54,4,10,14,514,354,58,0,0,0
2026-05-23T03:49:14Z,55,4,9,12,572,361,65,0,0,0
2026-05-23T03:51:14Z,55,3,11,12,526,368,83,0,0,0
2026-05-23T03:53:14Z,55,5,9,11,511,369,63,0,0,0
2026-05-23T03:55:14Z,55,4,11,13,556,411,67,0,0,0
2026-05-23T03:57:14Z,54,5,10,14,622,405,89,0,0,0
2026-05-23T03:59:14Z,55,5,16,19,601,430,115,0,0,0
2026-05-23T04:01:14Z,54,2,7,13,396,301,57,0,0,0
2026-05-23T04:03:14Z,54,4,18,20,530,398,78,10,0,0
2026-05-23T04:05:14Z,55,4,12,17,469,374,95,8,0,0
2026-05-23T04:07:14Z,55,4,10,13,538,341,72,0,0,0
2026-05-23T04:09:14Z,54,4,9,10,511,322,95,0,0,0
2026-05-23T04:11:14Z,54,3,7,13,542,353,57,0,0,0
2026-05-23T04:13:14Z,54,6,11,14,537,366,98,0,0,0
2026-05-23T04:15:14Z,54,7,10,12,681,437,81,0,0,0
2026-05-23T04:17:14Z,54,4,10,15,654,434,86,0,0,0
2026-05-23T04:19:14Z,54,4,10,13,571,387,78,0,0,0
2026-05-23T04:21:14Z,54,5,10,13,609,407,78,0,0,0
2026-05-23T04:23:14Z,54,5,10,14,594,420,67,0,0,0
2026-05-23T04:25:14Z,54,5,11,14,565,404,94,1,0,0
2026-05-23T04:27:14Z,54,6,11,14,522,376,75,0,0,0
2026-05-23T04:29:14Z,54,3,9,11,555,342,74,0,0,0
2026-05-23T04:31:14Z,54,4,11,13,551,368,83,0,0,0
2026-05-23T04:33:14Z,54,6,11,11,629,437,81,0,0,0
2026-05-23T04:35:14Z,54,3,8,14,476,323,58,0,0,0
2026-05-23T04:37:14Z,54,5,9,10,630,409,60,0,0,0
2026-05-23T04:39:14Z,54,4,9,12,594,358,90,0,0,0
2026-05-23T04:41:14Z,54,4,10,13,511,359,67,0,0,0
2026-05-23T04:43:14Z,54,3,12,15,569,374,101,0,0,0
2026-05-23T04:45:14Z,54,7,14,19,746,516,82,0,0,0
2026-05-23T04:47:14Z,54,5,15,19,605,427,104,1,0,0
2026-05-23T04:49:14Z,54,2,11,13,467,333,87,0,0,0
2026-05-23T04:51:14Z,54,7,11,21,603,471,89,0,0,0
2026-05-23T04:53:14Z,54,6,12,21,696,450,112,0,0,0
2026-05-23T04:55:14Z,54,6,13,17,669,500,112,0,0,0
2026-05-23T04:57:14Z,54,5,11,13,555,358,68,0,0,0
2026-05-23T04:59:14Z,54,4,10,12,593,395,88,0,0,0
2026-05-23T05:01:14Z,54,4,11,11,523,360,67,0,0,0
2026-05-23T05:03:14Z,54,3,15,18,584,384,91,1,0,0
2026-05-23T05:05:14Z,54,4,10,11,621,382,91,0,0,0
2026-05-23T05:07:14Z,54,5,12,12,626,418,81,0,0,0
2026-05-23T05:09:14Z,54,5,11,20,552,392,78,0,0,0
2026-05-23T05:11:14Z,54,6,14,18,633,471,92,0,0,0
2026-05-23T05:13:14Z,53,5,14,15,660,433,99,0,0,0
2026-05-23T05:15:14Z,54,4,11,22,544,401,103,8,1,0
2026-05-23T05:17:14Z,54,5,14,17,659,425,100,0,0,0
2026-05-23T05:19:14Z,53,4,9,11,541,384,42,0,0,0
2026-05-23T05:21:14Z,54,6,10,11,609,431,65,0,0,0
2026-05-23T05:23:14Z,54,6,12,14,568,401,85,0,0,0
2026-05-23T05:25:14Z,53,5,11,14,592,425,57,0,0,0
2026-05-23T05:27:14Z,53,7,13,14,627,488,103,0,0,0
2026-05-23T05:29:14Z,54,5,9,15,570,388,100,0,0,0
2026-05-23T05:31:14Z,53,6,15,17,625,452,103,3,0,0
2026-05-23T05:33:14Z,54,5,12,15,676,403,111,0,0,0
2026-05-23T05:35:14Z,53,4,12,16,629,463,94,0,0,0
2026-05-23T05:37:14Z,53,4,15,24,627,448,101,3,0,0
2026-05-23T05:39:14Z,53,4,13,17,634,408,103,0,0,0
2026-05-23T05:41:14Z,53,7,13,14,657,445,104,0,0,0
2026-05-23T05:43:14Z,54,6,13,14,679,455,87,0,0,0
2026-05-23T05:45:14Z,53,5,11,12,627,456,86,0,0,0
2026-05-23T05:47:14Z,53,6,13,16,581,436,100,0,0,0
2026-05-23T05:49:14Z,53,6,12,19,636,439,93,3,0,0
2026-05-23T05:51:14Z,53,8,18,22,823,584,124,0,0,0
2026-05-23T05:53:14Z,53,6,16,25,624,493,112,3,0,0
2026-05-23T05:55:14Z,53,7,14,16,658,462,120,0,0,0
2026-05-23T05:57:14Z,53,8,18,18,677,521,101,1,0,0
2026-05-23T05:59:14Z,53,9,18,21,758,540,119,11,0,0
2026-05-23T06:01:14Z,53,6,15,17,607,453,126,0,0,0
2026-05-23T06:03:14Z,53,7,14,15,679,477,99,0,0,0
2026-05-23T06:05:14Z,53,5,13,15,675,446,116,0,0,0
2026-05-23T06:07:14Z,53,7,16,17,684,468,118,0,0,0
2026-05-23T06:09:14Z,53,6,11,15,566,410,70,0,0,0
2026-05-23T06:11:14Z,53,8,15,18,820,573,99,0,0,0
2026-05-23T06:13:14Z,53,7,15,19,681,483,101,0,0,0
2026-05-23T06:15:14Z,53,9,15,19,754,533,138,0,0,0
2026-05-23T06:17:14Z,53,5,13,17,704,459,110,0,0,0
2026-05-23T06:19:14Z,53,8,15,16,751,566,86,0,0,0
2026-05-23T06:21:14Z,53,6,16,18,627,443,105,2,0,0
2026-05-23T06:23:14Z,53,8,18,20,764,531,120,0,0,0
2026-05-23T06:25:14Z,53,7,14,16,657,502,104,0,0,0
2026-05-23T06:27:14Z,53,6,17,19,743,533,157,0,0,0
2026-05-23T06:29:14Z,53,8,14,16,779,524,111,0,0,0
2026-05-23T06:31:14Z,53,7,15,17,693,494,142,0,0,0
2026-05-23T06:33:14Z,53,9,16,19,831,567,131,0,0,0
2026-05-23T06:35:14Z,53,11,16,17,878,637,134,0,0,0
2026-05-23T06:37:14Z,53,7,13,21,690,506,97,0,0,0
2026-05-23T06:39:14Z,53,10,15,17,867,561,108,0,0,0
2026-05-23T06:41:14Z,53,9,20,24,817,582,168,5,0,0
2026-05-23T06:43:14Z,53,9,14,17,689,538,101,0,0,0
2026-05-23T06:45:14Z,53,10,18,20,871,675,153,0,0,0
2026-05-23T06:47:14Z,52,9,17,21,707,546,164,4,0,0
2026-05-23T06:49:14Z,52,9,13,14,683,486,111,0,0,0
2026-05-23T06:51:14Z,52,7,13,18,706,502,112,0,0,0
2026-05-23T06:53:14Z,53,13,21,25,930,712,178,8,0,0
2026-05-23T06:55:14Z,52,8,17,19,780,580,143,0,0,0
2026-05-23T06:57:14Z,52,8,17,20,833,581,147,0,0,0
2026-05-23T06:59:14Z,53,11,21,23,811,650,147,5,0,0
2026-05-23T07:01:14Z,53,8,16,19,719,515,99,1,0,0
2026-05-23T07:03:14Z,52,9,18,21,869,603,125,0,0,0
2026-05-23T07:05:14Z,52,9,20,21,771,572,142,0,0,0
2026-05-23T07:07:14Z,53,10,18,25,871,656,163,2,0,0
2026-05-23T07:09:14Z,52,12,20,21,808,634,120,0,0,0
2026-05-23T07:11:14Z,52,9,14,14,817,521,100,0,0,0
2026-05-23T07:13:14Z,52,8,12,17,724,521,121,0,0,0
2026-05-23T07:15:14Z,52,10,22,22,800,628,160,0,0,0
2026-05-23T07:17:14Z,52,11,19,20,890,621,135,0,0,0
2026-05-23T07:19:14Z,52,9,20,21,1015,688,152,0,0,0
2026-05-23T07:21:14Z,52,11,20,22,988,694,112,0,0,0
2026-05-23T07:23:14Z,52,10,19,26,852,636,126,2,0,0
2026-05-23T07:25:14Z,52,12,20,22,926,709,163,0,0,0
2026-05-23T07:27:14Z,52,9,19,20,823,623,137,0,0,0
2026-05-23T07:29:14Z,52,9,14,17,744,553,111,0,0,0
2026-05-23T07:31:14Z,52,11,16,18,843,589,119,0,0,0
2026-05-23T07:33:14Z,52,8,15,17,856,585,117,0,0,0
2026-05-23T07:35:14Z,52,10,16,20,691,592,144,0,0,0
2026-05-23T07:37:14Z,52,10,18,19,893,634,136,0,0,0
2026-05-23T07:39:14Z,52,8,16,17,776,516,94,0,0,0
2026-05-23T07:41:14Z,52,9,16,17,760,567,101,0,0,0
2026-05-23T07:43:14Z,52,9,15,18,875,570,123,0,0,0
2026-05-23T07:45:14Z,52,10,18,19,836,623,111,0,0,0
2026-05-23T07:47:14Z,52,11,15,19,943,688,107,0,0,0
2026-05-23T07:49:14Z,52,10,18,22,820,584,147,0,0,0
2026-05-23T07:51:14Z,52,9,17,26,858,640,132,0,0,0
2026-05-23T07:53:14Z,52,11,22,25,930,676,181,0,0,0
2026-05-23T07:55:14Z,52,12,16,18,857,626,114,0,0,0
2026-05-23T07:57:14Z,52,9,17,19,821,626,128,0,0,0
2026-05-23T07:59:14Z,52,9,15,18,820,565,112,3,0,0
2026-05-23T08:01:14Z,52,9,24,24,942,672,163,0,0,0
2026-05-23T08:03:14Z,52,11,17,19,870,624,142,0,0,0
2026-05-23T08:05:14Z,52,11,22,23,970,675,155,2,0,0
2026-05-23T08:07:14Z,52,10,20,21,882,632,186,0,0,0
2026-05-23T08:09:14Z,52,11,17,19,848,675,127,0,0,0
2026-05-23T08:11:14Z,52,13,22,23,993,778,241,0,0,0
2026-05-23T08:13:14Z,52,10,19,21,990,672,134,0,0,0
2026-05-23T08:15:14Z,52,10,18,20,871,639,134,0,0,0
2026-05-23T08:17:14Z,52,11,18,25,862,684,100,0,0,0
2026-05-23T08:19:14Z,52,9,19,20,748,556,120,8,0,0
2026-05-23T08:21:14Z,52,10,16,16,942,608,119,0,0,0
2026-05-23T08:23:14Z,52,12,20,21,1006,691,130,0,0,0
2026-05-23T08:25:14Z,52,11,19,21,850,657,112,0,0,0
2026-05-23T08:27:14Z,52,11,19,21,836,637,162,0,0,0
2026-05-23T08:29:14Z,52,12,22,23,938,710,170,0,0,0
2026-05-23T08:31:14Z,52,11,17,20,892,648,135,0,0,0
2026-05-23T08:33:14Z,52,13,21,22,1082,784,144,0,0,0
2026-05-23T08:35:14Z,52,12,18,19,959,694,100,0,0,0
2026-05-23T08:37:14Z,52,14,19,20,1000,683,140,0,0,0
2026-05-23T08:39:14Z,52,12,23,25,929,711,171,1,0,0
2026-05-23T08:41:14Z,52,15,22,25,1107,832,173,0,0,0
2026-05-23T08:43:14Z,52,14,24,26,1108,828,148,0,0,0
2026-05-23T08:45:14Z,52,15,23,25,1097,813,157,2,0,0
2026-05-23T08:47:14Z,52,14,22,25,1073,826,163,0,0,0
2026-05-23T08:49:14Z,52,15,24,25,1150,852,148,0,0,0
2026-05-23T08:51:14Z,52,16,24,36,1159,879,188,0,0,0
2026-05-23T08:53:14Z,52,15,24,28,1169,854,176,7,0,0
2026-05-23T08:55:14Z,52,17,27,30,1314,987,173,0,0,0
2026-05-23T08:57:14Z,52,13,20,31,1036,732,149,0,0,0
2026-05-23T08:59:14Z,51,15,23,24,1110,852,133,0,0,0
2026-05-23T09:01:14Z,51,15,25,28,1118,838,162,5,0,0
2026-05-23T09:03:14Z,51,16,25,27,1258,927,184,0,0,0
2026-05-23T09:05:14Z,52,16,28,30,1215,914,246,0,0,0
2026-05-23T09:07:14Z,51,16,28,32,1317,965,252,0,0,0
2026-05-23T09:09:14Z,52,13,25,29,1187,815,237,5,0,0
2026-05-23T09:11:14Z,51,14,24,27,1073,828,211,0,0,0
2026-05-23T09:13:14Z,51,14,23,26,1052,816,184,0,0,0
2026-05-23T09:15:14Z,51,13,20,22,1016,803,157,0,0,0
2026-05-23T09:17:14Z,51,15,23,24,1140,830,174,0,0,0
2026-05-23T09:19:14Z,51,16,27,29,1126,882,204,0,0,0
2026-05-23T09:21:14Z,51,12,19,22,957,697,160,0,0,0
2026-05-23T09:23:14Z,51,13,22,24,992,787,157,0,0,0
2026-05-23T09:25:14Z,51,12,21,24,999,736,148,0,0,0
2026-05-23T09:27:14Z,51,15,26,29,1134,859,195,2,0,0
2026-05-23T09:29:14Z,51,11,22,24,896,696,181,0,0,0
2026-05-23T09:31:14Z,51,16,26,28,1229,897,180,0,0,0
2026-05-23T09:33:14Z,51,16,26,29,1150,885,216,0,0,0
2026-05-23T09:35:14Z,52,16,29,30,1258,933,191,0,0,0
2026-05-23T09:37:14Z,51,16,27,30,1179,906,248,2,0,0
2026-05-23T09:39:14Z,51,14,28,31,1154,889,210,0,0,0
2026-05-23T09:41:14Z,51,13,23,26,1043,805,170,0,0,0
2026-05-23T09:43:14Z,51,14,26,26,1067,798,202,2,0,0
2026-05-23T09:45:14Z,51,11,24,26,935,703,209,0,0,0
2026-05-23T09:47:14Z,51,12,21,24,1052,741,158,0,0,0
2026-05-23T09:49:14Z,51,13,26,28,1068,831,198,0,0,0
2026-05-23T09:51:14Z,51,10,20,22,880,642,150,2,0,0
2026-05-23T09:53:14Z,51,11,20,23,991,708,126,1,0,0
2026-05-23T09:55:14Z,51,10,15,16,798,583,125,0,0,0
2026-05-23T09:57:14Z,51,10,19,22,1050,701,130,0,0,0
2026-05-23T09:59:14Z,51,9,21,23,815,619,161,15,0,0
2026-05-23T10:01:14Z,51,8,14,17,772,552,103,0,0,0
2026-05-23T10:03:14Z,51,8,13,15,680,512,96,0,0,0
2026-05-23T10:05:14Z,51,11,19,20,960,704,94,0,0,0
2026-05-23T10:07:14Z,51,12,18,18,841,690,123,0,0,0
2026-05-23T10:09:14Z,51,11,16,19,794,599,130,0,0,0
2026-05-23T10:11:14Z,51,7,16,19,819,534,106,0,0,0
2026-05-23T10:13:14Z,51,9,20,22,837,608,150,0,0,0
2026-05-23T10:15:14Z,51,7,13,17,663,493,107,0,0,0
2026-05-23T10:17:14Z,51,12,19,20,938,724,94,0,0,0
2026-05-23T10:19:14Z,51,9,18,19,749,520,121,0,0,0
2026-05-23T10:21:14Z,51,7,16,16,770,517,103,0,0,0
2026-05-23T10:23:14Z,51,7,16,16,721,529,122,0,0,0
2026-05-23T10:25:14Z,51,7,14,16,701,482,115,0,0,0
2026-05-23T10:27:14Z,50,8,14,17,755,562,105,0,0,0
2026-05-23T10:29:14Z,51,8,19,21,917,673,137,0,0,0
2026-05-23T10:31:14Z,50,8,15,17,655,512,120,0,0,0
2026-05-23T10:33:14Z,51,10,13,17,831,546,82,0,0,0
2026-05-23T10:35:14Z,51,9,19,22,793,610,139,1,0,0
2026-05-23T10:37:14Z,51,8,15,15,699,492,92,0,0,0
2026-05-23T10:39:14Z,50,9,17,18,725,559,112,0,0,0
2026-05-23T10:41:14Z,50,9,19,27,888,611,144,5,0,0
2026-05-23T10:43:14Z,50,10,19,21,839,649,149,0,0,0
2026-05-23T10:45:14Z,50,9,16,18,800,612,120,0,0,0
2026-05-23T10:47:14Z,50,10,21,22,775,603,153,0,0,0
2026-05-23T10:49:14Z,51,12,23,29,1002,754,212,0,0,0
2026-05-23T10:51:14Z,50,9,20,28,795,609,160,0,0,0
2026-05-23T10:53:14Z,50,11,22,24,966,689,167,0,0,0
2026-05-23T10:55:14Z,50,9,20,27,929,665,178,0,0,0
2026-05-23T10:57:14Z,50,9,19,20,834,580,131,1,0,0
2026-05-23T10:59:14Z,50,12,21,22,940,710,154,0,0,0
2026-05-23T11:01:14Z,50,10,21,24,937,662,170,0,0,0
2026-05-23T11:03:14Z,50,12,22,25,875,700,177,1,0,0
2026-05-23T11:05:14Z,50,10,18,19,837,653,149,0,0,0
2026-05-23T11:07:14Z,50,9,20,21,852,631,153,3,0,0
2026-05-23T11:09:14Z,50,11,18,21,955,704,132,0,0,0
2026-05-23T11:11:14Z,50,11,20,22,927,739,135,0,0,0
2026-05-23T11:13:14Z,50,13,19,20,888,671,121,0,0,0
2026-05-23T11:15:14Z,50,12,20,29,1030,752,135,0,0,0
2026-05-23T11:17:14Z,50,15,22,24,1066,796,155,3,0,0
2026-05-23T11:19:14Z,50,11,18,19,903,644,118,0,0,0
2026-05-23T11:21:14Z,50,10,19,21,916,689,152,0,0,0
2026-05-23T11:23:14Z,50,12,20,23,1004,729,150,0,0,0
2026-05-23T11:25:14Z,50,13,22,22,923,700,171,0,0,0
2026-05-23T11:27:14Z,50,19,25,26,1270,952,188,0,0,0
2026-05-23T11:29:14Z,50,16,25,34,1117,847,197,2,0,0
2026-05-23T11:31:14Z,50,13,23,24,1045,801,182,0,0,0
2026-05-23T11:33:14Z,50,13,21,21,1035,748,154,0,0,0
2026-05-23T11:35:14Z,50,11,21,25,987,729,175,0,0,0
2026-05-23T11:37:14Z,50,11,24,26,1040,756,199,0,0,0
2026-05-23T11:39:14Z,50,13,22,22,1157,779,170,0,0,0
2026-05-23T11:41:14Z,50,11,21,23,970,679,154,0,0,0
2026-05-23T11:43:14Z,50,12,25,27,1010,773,220,0,0,0
2026-05-23T11:45:14Z,50,14,24,25,1105,793,173,1,0,0
2026-05-23T11:47:14Z,50,14,27,29,1137,848,193,1,0,0
2026-05-23T11:49:14Z,50,16,23,25,1093,869,186,0,0,0
2026-05-23T11:51:14Z,50,12,21,22,975,716,163,0,0,0
2026-05-23T11:53:14Z,50,16,27,32,1213,887,249,0,0,0
2026-05-23T11:55:14Z,50,15,21,22,1071,794,173,0,0,0
2026-05-23T11:57:14Z,50,16,22,22,1094,856,120,0,0,0
2026-05-23T11:59:14Z,50,13,21,22,1040,740,174,0,0,0
2026-05-23T12:01:14Z,50,18,27,31,1392,1005,201,0,0,0
2026-05-23T12:03:14Z,50,13,22,25,1004,752,188,0,0,0
2026-05-23T12:05:14Z,50,16,22,23,1088,819,129,0,0,0
2026-05-23T12:07:14Z,50,16,26,27,1120,858,245,0,0,0
2026-05-23T12:09:14Z,50,16,22,26,1152,855,168,0,0,0
2026-05-23T12:11:14Z,50,13,22,23,1070,791,179,0,0,0
2026-05-23T12:13:14Z,50,13,21,25,996,764,190,0,0,0
2026-05-23T12:15:14Z,50,12,18,20,897,655,128,0,0,0
2026-05-23T12:17:14Z,50,11,19,23,946,715,167,0,0,0
2026-05-23T12:19:14Z,49,14,22,24,1096,823,155,0,0,0
2026-05-23T12:21:14Z,49,14,21,22,1077,764,164,0,0,0
2026-05-23T12:23:14Z,50,14,21,23,1074,825,111,0,0,0
2026-05-23T12:25:14Z,50,11,17,18,959,684,125,0,0,0
2026-05-23T12:27:14Z,49,11,16,26,808,619,130,1,0,0
2026-05-23T12:29:14Z,50,9,17,19,767,605,131,0,0,0
2026-05-23T12:31:14Z,50,11,19,22,898,680,208,0,0,0
2026-05-23T12:33:14Z,49,9,17,19,776,558,127,0,0,0
2026-05-23T12:35:14Z,49,9,14,15,814,582,96,0,0,0
2026-05-23T12:37:14Z,49,8,15,16,755,572,126,0,0,0
2026-05-23T12:39:14Z,50,10,17,18,884,621,133,0,0,0
2026-05-23T12:41:14Z,50,9,13,15,782,544,106,0,0,0
2026-05-23T12:43:14Z,49,10,18,19,891,593,132,0,0,0
2026-05-23T12:45:14Z,50,10,16,19,860,621,122,0,0,0
2026-05-23T12:47:14Z,49,10,17,18,842,615,134,0,0,0
2026-05-23T12:49:14Z,49,10,17,20,900,673,151,0,0,0
2026-05-23T12:51:14Z,49,13,22,22,1025,784,178,0,0,0
2026-05-23T12:53:14Z,49,13,18,22,969,696,144,0,0,0
2026-05-23T12:55:14Z,49,15,26,27,1228,901,183,0,0,0
2026-05-23T12:57:14Z,49,12,22,24,1172,902,165,0,0,0
2026-05-23T12:59:14Z,49,14,23,23,1024,781,198,0,0,0
2026-05-23T13:01:14Z,50,10,17,23,884,641,130,0,0,0
2026-05-23T13:03:14Z,49,13,21,23,1100,783,170,0,0,0
2026-05-23T13:05:14Z,49,13,24,25,1117,854,208,0,0,0
2026-05-23T13:07:14Z,49,10,17,21,857,670,137,0,0,0
