recorded_at,battery,pm_1,pm_25,pm_10,pn_03,pn_05,pn_1,pn_25,pn_5,pn_10
2026-05-20T20:36:01Z,98,4,9,10,548,376,54,0,0,0
2026-05-20T20:38:01Z,98,3,6,8,491,285,40,0,0,0
2026-05-20T20:40:01Z,98,3,6,6,556,367,33,0,0,0
2026-05-20T20:42:01Z,97,4,8,9,490,369,62,0,0,0
2026-05-20T20:44:01Z,97,2,6,6,467,295,38,0,0,0
2026-05-20T20:46:01Z,97,3,5,5,424,249,32,0,0,0
2026-05-20T20:48:01Z,97,3,7,8,451,305,33,0,0,0
2026-05-20T20:50:01Z,97,2,6,9,450,303,45,0,0,0
2026-05-20T20:52:01Z,97,6,10,10,592,407,67,0,0,0
2026-05-20T20:54:01Z,97,3,7,8,443,278,27,0,0,0
2026-05-20T20:56:01Z,97,2,6,8,428,285,30,0,0,0
2026-05-20T20:58:01Z,97,3,7,8,483,331,25,0,0,0
2026-05-20T21:00:01Z,97,2,7,9,512,339,56,0,0,0
2026-05-20T21:02:01Z,97,2,6,6,442,267,50,0,0,0
2026-05-20T21:04:01Z,97,3,8,9,496,321,47,0,0,0
2026-05-20T21:06:01Z,97,3,9,11,565,347,61,0,0,0
2026-05-20T21:08:01Z,97,5,8,19,549,407,65,0,0,0
2026-05-20T21:10:01Z,97,1,7,10,439,287,41,0,0,0
2026-05-20T21:12:01Z,97,1,5,5,391,285,21,0,0,0
2026-05-20T21:14:01Z,97,4,7,10,490,369,47,0,0,0
2026-05-20T21:16:01Z,97,2,7,7,423,277,39,0,0,0
2026-05-20T21:18:01Z,97,4,7,10,484,325,40,0,0,0
2026-05-20T21:20:01Z,97,2,6,10,509,313,34,0,0,0
2026-05-20T21:22:01Z,97,4,10,12,546,373,88,0,0,0
2026-05-20T21:24:01Z,97,1,6,9,548,288,46,0,0,0
2026-05-20T21:26:01Z,97,3,9,13,526,353,86,0,0,0
2026-05-20T21:28:01Z,97,2,4,8,399,257,29,0,0,0
2026-05-20T21:30:01Z,97,3,8,11,449,328,49,0,0,0
2026-05-20T21:32:01Z,97,4,7,8,477,343,31,0,0,0
2026-05-20T21:34:01Z,97,2,5,8,444,303,37,0,0,0
2026-05-20T21:36:01Z,97,1,9,17,413,284,50,1,0,0
2026-05-20T21:38:01Z,97,2,5,7,503,270,48,0,0,0
2026-05-20T21:40:01Z,97,2,7,8,495,322,47,0,0,0
2026-05-20T21:42:01Z,97,4,9,12,596,394,43,0,0,0
2026-05-20T21:44:01Z,97,4,8,10,515,365,60,0,0,0
2026-05-20T21:46:01Z,97,4,11,13,574,441,87,0,0,0
2026-05-20T21:48:01Z,97,3,9,9,526,358,48,0,0,0
2026-05-20T21:50:01Z,97,3,8,10,545,351,63,0,0,0
2026-05-20T21:52:01Z,97,4,9,12,557,348,62,0,0,0
2026-05-20T21:54:01Z,97,2,6,7,476,294,51,0,0,0
2026-05-20T21:56:01Z,97,2,8,11,451,301,76,0,0,0
2026-05-20T21:58:01Z,97,2,6,12,471,276,59,0,0,0
2026-05-20T22:00:01Z,97,5,10,19,602,459,63,0,0,0
2026-05-20T22:02:01Z,97,3,6,11,478,332,27,0,0,0
2026-05-20T22:04:01Z,97,3,8,9,501,293,68,0,0,0
2026-05-20T22:06:01Z,97,2,8,11,473,302,56,0,0,0
2026-05-20T22:08:01Z,97,2,7,10,460,298,49,0,0,0
2026-05-20T22:10:01Z,97,5,10,11,597,365,60,0,0,0
2026-05-20T22:12:01Z,97,2,7,8,439,292,55,0,0,0
2026-05-20T22:14:01Z,97,4,7,8,494,332,60,0,0,0
2026-05-20T22:16:01Z,97,4,9,11,559,379,61,0,0,0
2026-05-20T22:18:01Z,97,5,9,10,605,368,59,0,0,0
2026-05-20T22:20:01Z,97,6,12,16,604,458,73,0,0,0
2026-05-20T22:22:01Z,97,5,8,11,579,388,53,0,0,0
2026-05-20T22:24:01Z,97,6,12,13,531,434,86,0,0,0
2026-05-20T22:26:01Z,97,4,7,8,486,332,53,0,0,0
2026-05-20T22:28:01Z,97,5,10,12,544,382,66,0,0,0
2026-05-20T22:30:01Z,97,3,9,13,542,359,66,0,0,0
2026-05-20T22:32:01Z,97,3,6,7,454,280,51,0,0,0
2026-05-20T22:34:01Z,97,4,8,13,562,375,53,0,0,0
2026-05-20T22:36:01Z,97,4,7,10,538,336,64,0,0,0
2026-05-20T22:38:01Z,97,3,8,9,424,331,41,0,0,0
2026-05-20T22:40:01Z,97,17,23,30,1349,952,114,1,0,0
2026-05-20T22:42:01Z,97,5,12,14,602,416,73,0,0,0
2026-05-20T22:44:01Z,97,4,10,15,549,402,85,0,0,0
2026-05-20T22:46:01Z,96,4,11,13,527,376,81,0,0,0
2026-05-20T22:48:01Z,96,3,8,20,624,377,59,0,0,0
2026-05-20T22:50:01Z,96,2,6,7,533,309,32,0,0,0
2026-05-20T22:52:01Z,96,6,11,14,656,417,96,0,0,0
2026-05-20T22:54:01Z,96,5,13,19,638,449,79,11,0,0
2026-05-20T22:56:01Z,96,4,9,12,567,381,73,0,0,0
2026-05-20T22:58:01Z,96,8,15,17,778,570,100,0,0,0
2026-05-20T23:00:01Z,96,1,9,11,500,293,85,0,0,0
2026-05-20T23:02:01Z,96,3,7,9,515,335,50,0,0,0
2026-05-20T23:04:01Z,96,3,9,14,574,333,81,0,0,0
2026-05-20T23:06:01Z,96,4,10,20,515,390,73,2,0,0
2026-05-20T23:08:01Z,96,7,12,18,763,523,103,1,0,0
2026-05-20T23:10:01Z,96,6,12,16,652,426,73,0,0,0
2026-05-20T23:12:01Z,96,5,10,12,623,402,53,0,0,0
2026-05-20T23:14:01Z,96,2,7,8,422,277,56,0,0,0
2026-05-20T23:16:01Z,96,5,9,10,518,364,37,0,0,0
2026-05-20T23:18:01Z,96,3,7,12,448,318,50,0,0,0
2026-05-20T23:20:01Z,96,6,13,14,583,447,77,0,0,0
2026-05-20T23:22:01Z,96,6,13,17,584,421,93,0,0,0
2026-05-20T23:24:01Z,96,5,12,14,595,395,84,3,0,0
2026-05-20T23:26:01Z,96,4,10,15,565,411,99,0,0,0
2026-05-20T23:28:01Z,96,5,10,16,532,379,80,0,0,0
2026-05-20T23:30:01Z,96,6,10,13,504,331,67,0,0,0
2026-05-20T23:32:01Z,96,5,14,15,632,438,96,0,0,0
2026-05-20T23:34:01Z,96,5,8,9,533,384,51,0,0,0
2026-05-20T23:36:01Z,96,6,11,14,572,427,84,0,0,0
2026-05-20T23:38:01Z,96,5,15,20,649,483,82,0,0,0
2026-05-20T23:40:01Z,96,4,10,11,552,377,86,0,0,0
2026-05-20T23:42:01Z,96,4,14,17,598,432,110,3,0,0
2026-05-20T23:44:01Z,96,5,10,13,539,346,72,0,0,0
2026-05-20T23:46:01Z,96,3,9,10,477,306,70,1,0,0
2026-05-20T23:48:01Z,96,3,7,12,535,358,72,0,0,0
2026-05-20T23:50:01Z,96,4,12,14,613,431,81,1,0,0
2026-05-20T23:52:01Z,96,7,22,25,658,539,140,15,0,0
2026-05-20T23:54:01Z,96,4,9,21,532,329,58,0,0,0
2026-05-20T23:56:01Z,96,6,9,12,646,455,83,0,0,0
2026-05-20T23:58:01Z,96,4,12,16,619,412,87,0,0,0
